Chemblid	Drug	canonical	formula	max_phase	synonyms
CHEMBL1201328	CARPHENAZINE	CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2	C24H31N3O2S	4.0	Carfenazine;;;Carfenazine;;;Carphenazine
CHEMBL1201329	TRIMETHAPHAN	O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1	C22H25N2OS+	4.0	Trimetaphan;;;Trimetaphan;;;Trimethaphan
CHEMBL1201334	TRIPTORELIN	CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O	C64H82N18O13	4.0	AY-25650;;;CL 118,532;;;CL-118532;;;Decapeptyl;;;Decapeptyl sr;;;Gonapeptyl depot;;;Triptorelin;;;Triptorelin;;;Triptorelin;;;Triptorelin;;;Triptorelin;;;Triptorelin;;;Triptorelin;;;WY-42462
CHEMBL1201335	GLYCOPYRRONIUM	C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1	C19H28NO3+	4.0	Glycopyrronium;;;Glycopyrronium;;;Glycopyrronium
CHEMBL1201336	FOSPHENYTOIN	O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O	C16H15N2O6P	4.0	Fosphenytoin;;;Fosphenytoin;;;Fosphenytoin;;;Fosphenytoin;;;Fosphenytoin
CHEMBL1201338	CYCLOPENTOLATE	CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1	C17H25NO3	4.0	Cyclopentolate;;;Cyclopentolate;;;Cyclopentolate;;;Cyclopentolate;;;Cyclopentolate
CHEMBL1201340	DIPHEMANIL	C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1	C20H24N+	4.0	Diphemanil;;;Diphemanil
CHEMBL1201341	ECHOTHIOPHATE	CCOP(=O)(OCC)SCC[N+](C)(C)C	C9H23NO3PS+	4.0	Echothiophate;;;Ecothiopate
CHEMBL1201342	METHIXENE	CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1	C20H23NS	4.0	Methixene;;;Metixene;;;Metixene;;;Metixene
CHEMBL1201345	TETRADECYL SULFURIC ACID	CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O	C14H30O4S	4.0	Tetradecyl sulfate
CHEMBL1201346	BALSALAZIDE	O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1	C17H15N3O6	4.0	Balsalazide;;;Balsalazide;;;Balsalazide;;;Balsalazide
CHEMBL1201347	ANILERIDINE	CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1	C22H28N2O2	4.0	Anileridine;;;Anileridine;;;Anileridine;;;Anileridine
CHEMBL1201348	MENADIOL DIPHOSPHORIC ACID	Cc1cc(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O	C11H12O8P2	4.0	
CHEMBL1201349	HEXAFLUORENIUM	C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21	C36H42N2+2	4.0	Hexafluorenium;;;Hexafluronium
CHEMBL1201352	RAPACURONIUM	C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1	C37H61N2O4+	4.0	Rapacuronium
CHEMBL1201353	DEXCHLORPHENIRAMINE	CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1	C16H19ClN2	4.0	Chlorpheniramine d-form;;;Dexchlorpheniramine;;;Dexchlorpheniramine;;;Dexchlorpheniramine;;;Dexchlorpheniramine
CHEMBL1201354	TRIDIHEXETHYL	CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1	C21H36NO+	4.0	Tridihexethyl;;;Tridihexethyl
CHEMBL1201355	CERULETIDE	CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	C58H73N13O21S2	4.0	Ceruletide;;;Ceruletide;;;Ceruletide;;;Ceruletide
CHEMBL1201356	METHYLERGONOVINE	CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1	C20H25N3O2	4.0	Methylergometrine;;;Methylergometrine;;;Methylergometrine;;;Methylergometrine;;;Methylergonovine;;;Methylergonovine
CHEMBL1201574	ONABOTULINUMTOXINA	-	-	4.0	Botox;;;Botox/botox cosmetic;;;Botox cosmetic;;;Botulinum toxin;;;Botulinum toxin type a purified neurotoxin complex;;;Onabotulinumtoxina;;;Onabotulinumtoxina;;;Onabotulinumtoxina;;;Onaclostox;;;RTI150;;;RTI-150
CHEMBL1201565	EPOETIN ALFA	-	-	4.0	Binocrit;;;EPO;;;Epoetin alfa;;;Epoetin alfa;;;Epoetin alfa;;;Epoetin alfa;;;Epoetin alfa;;;Epoetin alfa;;;Epogen;;;Eprex;;;Procrit
CHEMBL1201568	PEGFILGRASTIM	-	-	4.0	Granulocyte colony-stimulating factor pegfilgrastim;;;MYL-1401H;;;Neulasta;;;Neulasta sureclick;;;Pegfilgrastim;;;Pegfilgrastim;;;Pegfilgrastim;;;Pegfilgrastim;;;Pegfilgrastim;;;Pegfilgrastim;;;Pegfilgrastim;;;Pegfilgrastim;;;Pegfilgrastim for bioassay;;;TPI-120
CHEMBL1201538	INSULIN LISPRO	-	-	4.0	Admelog;;;Admelog solostar;;;Humalog;;;Humalog kwikpen;;;Humalog pen;;;Humalog tempo pen;;;Ins humalog;;;Insulin lispro;;;Insulin lispro;;;Insulin lispro;;;Insulin lispro;;;Insulin lispro;;;Insulin lispro;;;Insulin lispro;;;Insulin lispro recombinant;;;Insulin Lispro Recombinant;;;Insulin lispro recombinant
CHEMBL1201550	DENILEUKIN DIFTITOX	-	-	4.0	DAB389IL2;;;DAB-389IL2;;;DAB389 IL2;;;DAB(SUB 389)IL2;;;Denileukin diftitox;;;Denileukin diftitox;;;Denileukin diftitox;;;Denileukin diftitox;;;Denileukin diftitox;;;Denileukin diftitox;;;Denileukin diftitox;;;E7272;;;E-7272;;;E7777;;;E-7777;;;LY335348;;;LY-335348;;;Ontak
CHEMBL1201558	INTERFERON ALFA-2B	-	-	4.0	Interferon alfa-2b;;;Interferon alfa-2b;;;Interferon alfa-2b;;;Interferon alfa-2b;;;Interferon alfa-2b;;;Interferon alfa-2b;;;Interferon alfa-2b;;;Intron a;;;Intron-A;;;Intron a hsa-free;;;SCH 30500;;;SCH-30500;;;Viraferon
CHEMBL1201488	SECRETIN SYNTHETIC HUMAN	-	-	4.0	Chirhostim;;;Human secretin;;;Secretin human;;;Secretin Synthetic Human;;;Secretin synthetic human;;;Secretin synthetic human
CHEMBL1201549	TERIPARATIDE ACETATE	-	-	4.0	Ak159;;;HPTH 1-34;;;HPTH-1-34;;;HPTH 1-34 (ACETATE SALT);;;Parathar;;;Teriparatide acetate;;;Teriparatide acetate;;;Teriparatide acetate;;;Teriparatide acetate;;;Teriparatide acetate
CHEMBL1201572	ETANERCEPT	-	-	4.0	Benepali;;;Enbrel;;;Etanercept;;;Etanercept;;;Etanercept;;;Etanercept;;;Etanercept;;;Etanercept;;;Etanercept;;;GP2015;;;GP-2015;;;GP2015C;;;HD203;;;L04ab01;;;LBEC0101;;;RHU TNFR:FC;;;RHU-TNFR:FC;;;TNFR-IMMUNOADHESIN
CHEMBL1201641	INSULIN ZINC SUSP EXTENDED RECOMBINANT HUMAN	-	-	4.0	Humulin u;;;Insulin zinc susp extended recombinant human;;;Insulin zinc susp extended recombinant human
CHEMBL1201637	LIPASE (PANCRELIPASE)	-	-	4.0	Lipase;;;Lipase (pancrelipase);;;Lipase (pancrelipase)
CHEMBL1201609	CORTICOTROPIN ZINC HYDROXIDE	-	-	4.0	Corticotrophin zinc hydroxide;;;Corticotropin-zinc hydroxide;;;Corticotropin zinc hydroxide;;;Corticotropin zinc hydroxide;;;Corticotropin-zinc hydroxide;;;Cortrophin-zinc;;;Cortrophin zinc acth
CHEMBL1201556	BECAPLERMIN	-	-	4.0	Becaplermin;;;Becaplermin;;;Becaplermin;;;Becaplermin;;;Becaplermin;;;Becaplermin;;;Becaplermin;;;GEM 21S;;;GEM-21S;;;Platelet-derived growth factor becaplermin;;;Regranex;;;RWJ 60235;;;RWJ-60235
CHEMBL1201648	AMYLASE (PANCRELIPASE)	-	-	4.0	Amylase;;;Amylase (pancrelipase);;;Amylase (pancrelipase);;;E1100
CHEMBL1201620	SOMATREM	-	-	4.0	Protropin;;;Somatrem;;;Somatrem;;;Somatrem;;;Somatrem;;;Somatrem;;;Somatrem
CHEMBL1201497	INSULIN GLARGINE	-	-	4.0	Abasaglar;;;Abasaglar kwikpen;;;Basaglar;;;HOE 71GT;;;HOE-71GT;;;HOE 901;;;HOE-901;;;Ins lantus;;;Ins lantus opticlik;;;Ins lantus optiset;;;Ins lantus solostar;;;Insulin glargine;;;Insulin glargine;;;Insulin glargine;;;Insulin glargine;;;Insulin glargine;;;Insulin glargine;;;Insulin glargine;;;Insulin glargine;;;Insulin glargine recombinant;;;Insulin Glargine Recombinant;;;Insulin glargine recombinant;;;Lantus;;;Lantus solostar;;;LY2963016;;;LY-2963016;;;MK-1293;;;Toujeo;;;Toujeo max solostar;;;Toujeo solostar
CHEMBL1201627	INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN	-	-	4.0	Insulatard nph human;;;Insulin susp isophane semisynthetic purified human;;;Insulin susp isophane semisynthetic purified human;;;Novolin n
CHEMBL1201569	BOTULINUM TOXIN TYPE B	-	-	4.0	AN-0772;;;Botulin b;;;Botulinum toxin type b;;;Botulinum toxin type b;;;Botulinum toxin type b;;;Botulinum toxin type b;;;Myobloc;;;Neurobloc
CHEMBL1201594	RASBURICASE	-	-	4.0	Elitek;;;Fasturtec;;;Rasburicase;;;Rasburicase;;;Rasburicase;;;Rasburicase;;;Rasburicase;;;Rasburicase;;;Rasburicase;;;Rasburicase;;;Rasburicase;;;SR29142;;;SR-29142;;;Urate oxidase;;;Urate oxidase
CHEMBL1201633	ALGLUCERASE	-	-	4.0	Alglucerase;;;Alglucerase;;;Alglucerase;;;Alglucerase;;;Alglucerase;;;Alglucerase;;;Alglucerase;;;Alglucerase;;;Alglucerase;;;Ceredase
CHEMBL1201591	CORTICORELIN OVINE TRIFLUTATE	-	-	4.0	Acthrel;;;Corticorelin ovine triflutate;;;Corticorelin ovine triflutate;;;Corticorelin ovine triflutate;;;Corticorelin ovine triflutate
CHEMBL1201610	CORTICOTROPIN	-	-	4.0	Acth;;;Acthar;;;Acthar gel;;;Adrenocorticotropic Hormone;;;Adrenocorticotropin;;;Adrenomone;;;Corticotropin;;;Corticotropin;;;Corticotropin;;;Corticotropin;;;Corticotropin;;;Corticotropin;;;Corticotropin;;;Corticotropin, repository;;;Corticotropin, repository;;;Cortigel;;;Cortrophin;;;H.p. acthar gel;;;Purified cortrophin gel;;;Repository corticotropin
CHEMBL1201564	INTERFERON GAMMA-1B	-	-	4.0	Actimmune;;;Immukin;;;Interferon gama-1b;;;Interferon gamma;;;Interferon gamma;;;Interferon gamma;;;Interferon .gamma.-1b;;;Interferon gamma-1b;;;Interferon gamma-1b;;;Interferon gamma-1b;;;Interferon gamma-1b;;;Interferon gamma-1b;;;Interferon gamma-1b;;;Interferon gamma-2a
CHEMBL1201632	IMIGLUCERASE	-	-	4.0	Cerezyme;;;Imiglucerase;;;Imiglucerase;;;Imiglucerase;;;Imiglucerase;;;Imiglucerase;;;Imiglucerase;;;Imiglucerase;;;Imiglucerase
CHEMBL1201514	PEGADEMASE BOVINE	-	-	4.0	Adagen;;;Pegademase bovine;;;Pegademase bovine;;;Pegademase bovine
CHEMBL1201595	LARONIDASE	-	-	4.0	Aldurazyme;;;A-l-iduronidase;;;Laronidase;;;Laronidase;;;Laronidase;;;Laronidase;;;Laronidase;;;Laronidase;;;Laronidase;;;Laronidase
CHEMBL1201554	ANTITHROMBIN ALFA	-	-	4.0	Antithrombin alfa;;;Antithrombin alfa;;;Antithrombin alfa;;;Antithrombin alfa;;;Atryn;;;Human anti-thrombin-iii;;;KW-3357
CHEMBL1201504	FIBRINOGEN I 125	-	-	4.0	Fibrinogen (125i);;;Fibrinogen (125i);;;Fibrinogen (125I);;;Fibrinogen i 125;;;Fibrinogen i 125;;;Fibrinogen, i-125;;;Ibrin;;;Radionuclide-labeled (125 i) fibrinogen (human) sensor
CHEMBL1201451	ALBUMIN HUMAN	-	-	4.0	Albumin;;;Albuminar-5;;;Albumin human;;;Albumin human;;;Albumin human;;;Albumin (Human);;;Buminate;;;Optison;;;Plasbumin
CHEMBL1201452	ALBUMIN, IODINATED I 125 SERUM	-	-	4.0	Albumin Iodinated (125I) Serum;;;Albumin iodinated i-125 serum;;;Albumin, iodinated i 125 serum;;;Albumin, iodinated i 125 serum;;;Albumotope 1-125;;;Ihsa i-l25;;;Iodinated (125i) human serum albumin;;;Iodine (125i) human albumin;;;Jeanatope;;;Radio-iodinated (i 125) serum albumin (human);;;Radioiodinated serum albumin (human) ihsa i 125;;;Risa-125;;;Serum albumin, iodinated (125i) human
CHEMBL1201453	ALBUMIN, IODINATED I 131 SERUM	-	-	4.0	Albumin, iodinated (131i) human serum;;;Albumin, iodinated (131i) human serum, injection;;;Albumin iodinated i-131 serum;;;Albumin iodinated i-131 serum;;;Albumin, iodinated i 131 serum;;;Albumin, iodinated i 131 serum;;;Albumin, iodinated i 131 serum;;;Albumotope 1-131;;;Ihsa 1-131;;;Iodinated (131 i) human serum albumin;;;Iodinated (131i) human serum albumin;;;Iodinated (131i) human serum albumin injection;;;Iodine (131i) human albumin;;;Megatope;;;Risa-131
CHEMBL1201528	VASOPRESSIN TANNATE	-	-	4.0	Pitressin tannate;;;Vasopressin tannate;;;Vasopressin tannate;;;Vasopressin tannate;;;Vasopressin tannate
CHEMBL1201661	CALCITONIN SALMON RECOMBINANT	-	-	4.0	Calcitonin salmon recombinant;;;Calcitonin salmon recombinant;;;Calcitonin (salmon synthetic);;;Fortical
CHEMBL1201450	ALBUMIN, CHROMATED CR 51 SERUM	-	-	4.0	51cr;;;Albumin Chromated Cr-51 Serum;;;Albumin Chromated Cr-51 Serum;;;Albumin chromated cr-51 serum;;;Albumin, chromated cr 51 serum;;;Albumin, chromated cr 51 serum;;;Chromalbin
CHEMBL1201668	NESIRITIDE	-	-	4.0	C01DX19;;;Natrecor;;;Nesiritide;;;Nesiritide;;;Nesiritide;;;Nesiritide;;;Nesiritide;;;Nesiritide recombinant;;;Nesiritide Recombinant;;;Nesiritide recombinant
CHEMBL1201522	TECHNETIUM TC 99M ALBUMIN AGGREGATED	-	-	4.0	An-maa;;;A-n stannous aggregated albumin;;;Lungaggregate reagent;;;Macrotec;;;Pulmolite;;;Tc 99m-lungaggregate;;;TC99M-MP 4006;;;TC99M-MP-4006;;;Technescan maa;;;Technetium tc 99m albumin aggregated;;;Technetium tc 99m albumin aggregated;;;Technetium tc 99m albumin aggregated;;;Technetium tc-99m albumin aggregated;;;Technetium tc 99m albumin aggregated kit;;;Technetium tc-99m albumin aggregated kit;;;Technetium tc 99m maa
CHEMBL1201410	TECHNETIUM TC 99M ALBUMIN	-	-	4.0	Technetium tc 99m albumin;;;Technetium tc 99m albumin;;;Technetium tc-99m albumin kit;;;Technetium tc-99m albumin kit;;;Technetium tc 99m hsa
CHEMBL1201458	ETHIODIZED OIL	-	-	4.0	Ethiodized oil;;;Ethiodized oil;;;Ethiodized oil;;;Ethiodized oil;;;Ethiodol;;;Lipiodol
CHEMBL1201421	PEGAPTANIB SODIUM	-	-	4.0	EYE001;;;EYE-001;;;EYEOO1;;;Macugen;;;NX1838;;;NX-1838;;;Pegaptanib sodium;;;Pegaptanib sodium;;;Pegaptanib sodium;;;Pegaptanib sodium;;;Pegaptanib sodium;;;Pegaptanib sodium
CHEMBL1201439	BASILIXIMAB	-	-	4.0	Basiliximab;;;Basiliximab;;;Basiliximab;;;Basiliximab;;;Basiliximab;;;Basiliximab;;;Basiliximab;;;Basiliximab;;;Basiliximab;;;CHI-621;;;SDZ-CHI-621;;;Simulect
CHEMBL1201525	TECHNETIUM TC-99M POLYPHOSPHATE KIT	-	-	4.0	Sodium polyphosphate-tin kit;;;Technetium tc-99m polyphosphate kit;;;Technetium tc-99m polyphosphate kit
CHEMBL1201489	SERACTIDE ACETATE	-	-	4.0	Acthar gel-synthetic;;;Seractide acetate;;;Seractide acetate;;;Seractide acetate
CHEMBL1201516	PENTOSAN POLYSULFATE SODIUM	-	-	4.0	Elmiron;;;Fibrase;;;Hemoclar;;;NSC-626201;;;Pentosan polysulfate sodium;;;Pentosan polysulfate sodium;;;Pentosan polysulfate sodium;;;Pentosan polysulfate sodium;;;Pentosan polysulfate sodium;;;Pentosan polysulfate sodium;;;Pentosan polysulfate sodium;;;Pentosan polysulfate sodium salt;;;PZ68;;;PZ-68;;;SP54;;;Sp 54;;;SP-54
CHEMBL1201457	CELLULOSE SODIUM PHOSPHATE	-	-	4.0	Calcibind;;;Calcisorb;;;Cellulose sodium phosphate;;;Cellulose sodium phosphate;;;Cellulose sodium phosphate;;;Sodium Cellulose Phosphate;;;Sodium cellulose phosphate;;;Sodium cellulose phosphate
CHEMBL1201593	ALTEPLASE	-	-	4.0	Actilyse;;;Actilyse cathflo;;;Activase;;;Alteplase;;;Alteplase;;;Alteplase;;;Alteplase;;;Alteplase;;;Alteplase;;;Alteplase;;;Alteplase;;;Alteplase for injection;;;Alteplase (genetical recombination);;;Cathflo activase;;;RT-PA;;;Tissue plasminogen activator alteplase
CHEMBL1201446	BENTOQUATAM	-	-	4.0	Bentoquatam;;;Bentoquatam;;;Ivy block
CHEMBL1201567	FILGRASTIM	-	-	4.0	Accofil;;;Filgrastim;;;Filgrastim;;;Filgrastim;;;Filgrastim;;;Filgrastim;;;Filgrastim;;;Filgrastim;;;Filgrastim;;;Filgrastim-sndz;;;Granulocyte colony-stimulating factor filgrastim;;;KRN-8601;;;MBRI-9901;;;Neupogen;;;Neupogen 30;;;Neupogen 48;;;Nivestim;;;R-METHUG-CSF;;;Tbo-filgrastim;;;TX01;;;TX-01;;;XM02;;;XM-02;;;Zarzio
CHEMBL1201666	LEPIRUDIN	-	-	4.0	Hirudin lepirudin;;;Lepirudin;;;Lepirudin;;;Lepirudin;;;Lepirudin;;;Lepirudin;;;Lepirudin recombinant;;;Lepirudin Recombinant;;;Lepirudin recombinant;;;Refludan
CHEMBL1201545	INSULIN SUSP ISOPHANE BEEF	-	-	4.0	Insulin susp isophane beef;;;Insulin susp isophane beef;;;Nph insulin
CHEMBL1201531	VERATRUM VIRIDE ROOT	-	-	4.0	Veratrum;;;Veratrum viride;;;Veratrum viride root;;;Vertavis
CHEMBL1201606	IBRITUMOMAB TIUXETAN	-	-	4.0	Ibritumomab tiuxetan;;;Ibritumomab tiuxetan;;;Ibritumomab tiuxetan;;;Ibritumomab tiuxetan;;;IDEC-129;;;IDEC-IN2B8;;;IDEC-Y2B8;;;IDEC-Y2B8 IDEC-129;;;Zevalin;;;Zevalin Kit-Indium-111
CHEMBL1201496	INSULIN ASPART	-	-	4.0	B28-ASP-INSULIN;;;Fiasp;;;Fiasp flextouch;;;Fiasp penfill;;;INA-X14;;;Ins novorapid;;;Insulin aspart;;;Insulin aspart;;;Insulin aspart;;;Insulin aspart;;;Insulin aspart;;;Insulin aspart recombinant;;;INSULIN X14;;;Novolog;;;Novolog flexpen;;;Novolog flextouch;;;Novolog innolet;;;Novolog penfill
CHEMBL1201544	IRON DEXTRAN	-	-	4.0	Armidexan;;;Cosmofer;;;Dexferrum;;;Ferran 100;;;Ferrum;;;Imferon;;;Infed;;;Iron dextran;;;Iron dextran;;;Iron dextran;;;Iron dextran;;;Iron dextran;;;Iron dextran;;;Nonemic;;;Proferdex
CHEMBL1201447	CALFACTANT	-	-	4.0	Aerofact;;;Calfactant;;;Calfactant;;;Calfactant;;;Calfactant;;;Calfactant;;;Infasurf;;;Infasurf preservative free;;;SF-RI 1
CHEMBL1201536	NICOTINE POLACRILEX	-	-	4.0	Commit;;;Nicorette;;;Nicorette (mint);;;Nicotine polacrilex;;;Nicotine polacrilex;;;Nicotine polacrilex;;;Nicotine polacrilex;;;Nicotine polacrilex;;;Thrive
CHEMBL1201664	INSULIN ASPART PROTAMINE RECOMBINANT	-	-	4.0	Insulin aspart protamine recombinant;;;Insulin aspart protamine recombinant
CHEMBL1201611	INSULIN LISPRO PROTAMINE RECOMBINANT	-	-	4.0	Insulin lispro protamine recombinant;;;Insulin lispro protamine recombinant
CHEMBL1201527	TECHNETIUM TC 99M RED BLOOD CELLS	-	-	4.0	Rbc-scan;;;Technetium tc-99m red blood cell kit;;;Technetium tc-99m red blood cell kit;;;Technetium tc 99m red blood cells;;;Technetium tc 99m red blood cells;;;Technetium tc 99m red blood cells;;;Ultratag;;;Ultratag rbc
CHEMBL1201480	POLYTETRAFLUOROETHYLENE	-	-	4.0	Polytetrafluoroethylene
CHEMBL1201629	INSULIN PURIFIED BEEF	-	-	4.0	Insulin (beef);;;Insulin purified beef;;;Insulin purified beef;;;Regular iletin ii
CHEMBL1201529	TECHNETIUM TC 99M SULFUR COLLOID	-	-	4.0	An-sulfur colloid;;;An-sulfur colloid kit;;;Technecoll;;;Technescan sulfur colloid;;;Technetium (99mtc) sulfur colloid;;;Technetium tc-99m sulfur colloid;;;Technetium tc 99m sulfur colloid;;;Technetium tc 99m sulfur colloid;;;Technetium tc 99m sulfur colloid;;;Technetium tc 99m sulfur colloid;;;Technetium tc-99m sulfur colloid;;;Technetium tc-99m sulfur colloid kit;;;Technetium tc 99m tsc;;;Tesuloid
CHEMBL1201600	RABIES IMMUNE GLOBULIN	-	-	4.0	Bayrab;;;Imogam;;;Rabies immune globulin;;;Rabies immune globulin;;;Rabies immunoglobulin;;;Rabies immunoglobulin;;;Rabies immunoglobulin
CHEMBL1201476	ENOXAPARIN SODIUM	-	-	4.0	Clexane;;;Enoxaparin;;;Enoxaparin;;;Enoxaparin sodium;;;Enoxaparin sodium;;;Enoxaparin sodium;;;Enoxaparin sodium;;;Enoxaparin sodium;;;Enoxaparin sodium;;;Enoxaparin sodium;;;Enoxaparin sodium;;;Enoxaparin sodium (preservative free);;;Enoxaparin sodium salt;;;Lovenox;;;Lovenox (preservative free);;;PK 10169;;;PK-10169;;;RP 54563;;;RP-54563
CHEMBL1201645	INTRINSIC FACTOR	-	-	4.0	Castle's intrinsic factor;;;Intrinsic factor;;;Intrinsic factor
CHEMBL1201438	ALDESLEUKIN	-	-	4.0	Aldesleukin;;;Aldesleukin;;;Aldesleukin;;;Aldesleukin;;;Aldesleukin;;;Aldesleukin;;;Aldesleukin;;;Human interleukin-2;;;Interleukin 2;;;Interleukin-2 aldesleukin;;;Proleukin
CHEMBL1201444	CRYPTENAMINE ACETATES	-	-	4.0	Cryptenamine acetates;;;Cryptenamine acetates;;;Unitensen
CHEMBL1201448	ARDEPARIN SODIUM	-	-	4.0	Ardeparin sodium;;;Ardeparin sodium;;;Ardeparin sodium;;;Ardeparin sodium;;;Normiflo;;;WY-90493 RD
CHEMBL1201454	ALSEROXYLON	-	-	4.0	Alseroxylon;;;Alseroxylon;;;Alseroxylon;;;Rautensin;;;Rauwiloid
CHEMBL1201461	DEXTROMETHORPHAN POLISTIREX	-	-	4.0	Delsym;;;Dextromethorphan polistirex;;;Dextromethorphan polistirex;;;Dextromethorphan polistirex;;;Dextromethorphan polistirex
CHEMBL1201463	CODEINE POLISTIREX	-	-	4.0	Codeine polistirex;;;Codeine polistirex;;;Codeine polistirex
CHEMBL1201470	HYDROCODONE POLISTIREX	-	-	4.0	Hydrocodone polistirex;;;Hydrocodone polistirex;;;Hydrocodone polistirex
CHEMBL1201477	POLYESTRADIOL PHOSPHATE	-	-	4.0	Estradurin;;;LEO 114;;;Polyest phos;;;Polyestradiol phosphate;;;Polyestradiol phosphate;;;Polyestradiol phosphate;;;Polyestradiol phosphate;;;Polyestradiol phosphate;;;Polyestradiol phos phosphate
CHEMBL1201486	QUINIDINE POLYGALACTURONATE	-	-	4.0	Cardioquin;;;Quinidine polygalacturonate;;;Quinidine polygalacturonate
CHEMBL1201501	DIMYRISTOYL LECITHIN	-	-	4.0	Dimyristoyl lecithin;;;Dimyristoyl lecithin
CHEMBL1201412	TECHNETIUM TC-99M ALBUMIN MICROSPHERES KIT	-	-	4.0	Instant microspheres;;;Technetium tc-99m albumin microspheres kit;;;Technetium tc-99m albumin microspheres kit
CHEMBL1201513	HEPARIN CALCIUM	-	-	4.0	Calciparine;;;Heparin calcium;;;Heparin calcium;;;Heparin calcium;;;Heparin calcium;;;Heparin calcium;;;Heparin calcium salt;;;Uniparin ca
CHEMBL1201515	PEGVISOMANT	-	-	4.0	B-2036-PEG;;;B2036-PEG;;;Pegvisomant;;;Pegvisomant;;;Pegvisomant;;;Pegvisomant;;;Pegvisomant;;;Pegvisomant;;;Pegvisomant;;;Pegvisomant;;;Somavert
CHEMBL1201535	PHENYLPROPANOLAMINE POLISTIREX	-	-	4.0	Phenylpropanolamine polistirex;;;Phenylpropanolamine polistirex;;;Phenylpropanolamine polistirex
CHEMBL1201537	TROLAMINE POLYPEPTIDE OLEATE CONDENSATE	-	-	4.0	Cerumenex;;;Trolamine polypeptide oleate condensate
CHEMBL1201539	INSULIN PORK	-	-	4.0	Iletin i;;;Insulin;;;Insulin porcine;;;Insulin porcine insulin;;;Insulin pork;;;Insulin pork;;;Regular insulin
CHEMBL1201571	ALEFACEPT	-	-	4.0	Alefacept;;;Alefacept;;;Alefacept;;;Alefacept;;;Alefacept;;;Alefacept;;;Alefacept;;;Amevive;;;BG9273;;;BG-9273;;;BG9712;;;BG-9712;;;LFA-3CD2;;;LFA3TIP;;;LFA-3TIP
CHEMBL1201575	EFALIZUMAB	-	-	4.0	ANTI-CD11A;;;Efalizumab;;;Efalizumab;;;Efalizumab;;;Efalizumab;;;Efalizumab;;;Efalizumab;;;Efalizumab;;;HU1124;;;HU-1124;;;Raptiva
CHEMBL1201580	ADALIMUMAB	-	-	4.0	Adalimumab;;;Adalimumab;;;Adalimumab;;;Adalimumab;;;Adalimumab;;;Adalimumab;;;Adalimumab;;;Adalimumab;;;Adalimumab beta;;;Adalimumab (genetical recombination);;;AVT-02;;;BI695501;;;CT-P17;;;D2E7;;;FKB327;;;FKB-327;;;GP2017;;;HLX03;;;HLX-03;;;Humira;;;LU200134;;;LU-200134;;;M923;;;MSB11022;;;MSB-11022;;;ZRC3197;;;ZRC-3197
